world_id,name,type,description,image_url,parent_id,visibility,orbital_data,astrological_influence,mythology,cultural_significance,position_data,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
68e137a0493026cabfd05389,Caram'onath - Le Château des Ombres,constellation,Constellation menaçante formant un château noir aux tours acérées. Ses étoiles sombres absorbent presque la lumière environnante.,https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/ea5616b87_Caramonath.png,,,,,"Représente Dargaard Keep, forteresse maudite de Lord Soth. Les étoiles reflètent les flammes éternelles qui consument le château.",Symbole de la chute par orgueil. Voir cette constellation clairement est un présage de trahison et de damnation.,,,6915bcd5e742a9cd4bc970c2,2025-11-13T11:11:17.143000,2025-11-15T13:29:08.324000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Qua'linor - La Harpe des Arbres,constellation,Constellation délicate formant un arbre dont les branches ressemblent aux cordes d'une harpe. Les étoiles vertes et dorées chantent la beauté de la nature.,,,,,,"Représente le royaume de Qualinesti et ses forêts enchantées. Créée par Chislev, déesse de la nature.",Les elfes Qualinesti effectuent leurs plus belles cérémonies musicales sous cette constellation.,,,6915bcd5e742a9cd4bc970c3,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Shin'ara - L'Œil du Tigre,star,Étoile orange brillante qui pulse comme l'œil d'un grand félin. Son éclat intense domine une section entière du ciel nocturne.,,,,,,Étoile sacrée pour les peuples des plaines et les tribus barbares. Représenterait le premier grand tigre créé par les dieux.,Les chasseurs et rangers prient sous cette étoile avant leurs chasses importantes.,,,6915bcd5e742a9cd4bc970c4,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Crys'talmir - Le Prisme Céleste,constellation,Fascinante constellation formant un cristal géométrique parfait. Ses étoiles réfractent la lumière cosmique en un arc-en-ciel d'énergies mystiques.,,,,,,Représente les Pierres du Dragon et leur pouvoir de révéler la vérité. Créée par Solinari pour guider les mages dans leur quête de sagesse.,Les devins et augures méditent sous cette constellation. Les visions y sont plus claires et précises.,,,6915bcd5e742a9cd4bc970c5,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Eld'ereth - Le Sage Antique,constellation,"Constellation représentant un vieil homme barbu tenant un bâton, penché sur un livre. Ses étoiles blanches évoquent sagesse et ancienneté.",,,,,,"Représente Fizban le Fabuleux, manifestation de Paladine parmi les mortels. Son bâton contient la sagesse des âges.",Les académies de magie et les bibliothèques sont orientées vers cette constellation. Symbole de la transmission du savoir.,,,6915bcd5e742a9cd4bc970c6,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Ver'minax - L'Essaim Stellaire,constellation,"Constellation dérangeante formant un essaim de créatures rampantes. Les étoiles se regroupent et se dispersent, créant un effet hypnotique et répugnant.",,,,,,"Marque de Morgion, dieu de la maladie et de la décomposition. Les plaies et épidémies sont plus virulentes sous sa lumière.","Crainte et évitée. Quand elle brille intensément, les villes se préparent aux épidémies.",,,6915bcd5e742a9cd4bc970c7,2025-11-13T11:11:17.143000,2025-11-13T11:11:17.143000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
,Durak'Thurum - La Forge Céleste,constellation,"Constellation en forme d'enclume et de marteau, visible principalement en hiver. Durak'Thurum brille d'un éclat rouge-orange comme le métal chauffé à blanc.",,,,,,"La constellation représente la forge de Reorx, le dieu nain de la forge. La légende dit que chaque étoile est une étincelle de sa forge divine, et que les meilleurs artisans peuvent entendre le son de son marteau céleste.",Les nains organisent de grandes fêtes de forgeage quand Durak'Thurum culmine dans le ciel. Les maîtres forgerons nés sous cette constellation sont légendaires.,,,690da71a608cdbb1c7837395,2025-11-07T08:00:26.161000,2025-11-07T08:00:26.161000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
,Tillindel - La Lune Douce,moon,Petite lune d'un blanc crémeux qui apparaît particulièrement brillante et chaleureuse. Tillindel apporte réconfort et bonne fortune aux voyageurs et aux humbles.,,,,,,"Tillindel serait le sourire de Yondalla, la déesse halfeline, figé dans les cieux pour protéger les petites gens. On dit que faire un vœu sous sa pleine lune apporte toujours un peu de chance.",Les halfelins célèbrent Tillindel avec des festins et des danses. Naître sous cette lune est vu comme un présage de vie longue et heureuse.,,,690da71a608cdbb1c7837396,2025-11-07T08:00:26.161000,2025-11-07T08:00:26.161000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
,Zar'Nakthul - L'Œil de Tiamat,planet,"Planète massive aux anneaux spectaculaires, visible comme un point brillant multicolore. Zar'Nakthul pulse de cinq couleurs différentes : rouge, bleu, vert, blanc et noir.",,,,,,"Zar'Nakthul serait l'œil de Tiamat elle-même, veillant sur le monde et choisissant ses champions. Les cinq couleurs représentent ses cinq têtes draconiques. Une naissance sous cette planète promet un destin de pouvoir et de tragédie.",Les dracénides voient cette planète avec crainte et respect. Les cultes draconiques organisent des rituels secrets lors de ses alignements rares.,,,690da71a608cdbb1c7837397,2025-11-07T08:00:26.161000,2025-11-07T08:00:26.161000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
,Val'Sharis - Le Serpent de Feu,comet,Comète spectaculaire qui trace une ligne enflammée à travers le ciel tous les 75 ans. Sa queue ondule comme un serpent de flammes dorées et écarlates.,,,,,,"Val'Sharis serait un ancien dragon d'or transformé en comète pour punir son orgueil. Chaque passage rappelle que même les plus puissants peuvent tomber, mais aussi qu'ils peuvent se relever transformés.",Son apparition est vue comme un présage de grands changements. Les royaumes tremblent et les prophètes surgissent lors de son passage.,,,690da71a608cdbb1c7837398,2025-11-07T08:00:26.161000,2025-11-07T08:00:26.161000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
,Mor'Drezith - Les Voiles Pourpres,constellation,"Constellation sombre et sinistre formant des voiles déchirés dans le ciel nocturne. Visible surtout en hiver, elle semble absorber la lumière des étoiles environnantes.",,,,,,"Mor'Drezith représente le linceul de la Reine des Ténèbres, tombé lors de sa chute. Les tieffelins voient dans cette constellation leur héritage maudit mais aussi leur force.",Cette constellation est crainte mais fascinante. Les tieffelins nés sous son signe sont souvent devenus des dirigeants puissants mais controversés.,,,690da71a608cdbb1c7837399,2025-11-07T08:00:26.161000,2025-11-07T08:00:26.161000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
